"ID","title","streetaddress","description","city","state","amenityfeatures","Year","type","unclear_address","uncleartype","notes","Last.Modified","full.address","lon","lat","geoAddress","status"
759,"Continental Motel","1423 W. Capitol Ave. West Sacramento","371-3660 hot tub","Sacramento","CA","(MX),(SW)",1990,"Accommodations",NA,"","(916)","4/25/2023 9:36pm","1423 W. Capitol Ave. West Sacramento, Sacramento, CA",-121.5270966,38.5802218,"1423 w capitol ave, west sacramento, ca 95691, usa","Geocoded"
760,"Hartley House Inn","700 22nd St.","447-7829 B&B full breakfast","Sacramento","CA","(MX),(MW),(IGTA)",1990,"Travel/Tour Operators",NA,"","(916)","4/25/2023 9:36pm","700 22nd St., Sacramento, CA",-121.4761724,38.5791474,"700 22nd st, sacramento, ca 95816, usa","Geocoded"
762,"Beau's","7042 Folsom Blvd","383-9882 3pm-2am Tues-Sun clsd Mon","Sacramento","CA","(D),(YC)",1990,"Bars",NA,"","(916)","4/25/2023 9:36pm","7042 Folsom Blvd, Sacramento, CA",-121.4208526,38.5517856,"7042 folsom blvd, sacramento, ca 95826, usa","Geocoded"
763,"Buffalo Club","1831 'S' St.","422-1087","Sacramento","CA","(MX),(MW),(NH)",1990,"Bars",NA,"","(916)","4/25/2023 9:36pm","1831 'S' St., Sacramento, CA",-121.4857403,38.5674176,"1831 s st, sacramento, ca 95811, usa","Geocoded"
764,"Faces","2000 'K' St.","448-7798 patio, noon-2am Mon-Sat. 8am02am Sun","Sacramento","CA","(*),(D),(P),(V)",1990,"Bars",NA,"","(916)","4/25/2023 9:36pm","2000 'K' St., Sacramento, CA",-121.4802219,38.5753045,"2000 k st, sacramento, ca 95811, usa","Geocoded"
766,"Mercantile Saloon","1928 'L' St","447-0792 10pm-2am","Sacramento","CA","(NH)",1990,"Bars",NA,"","(916)","4/25/2023 9:36pm","1928 'L' St, Sacramento, CA",-121.4813085,38.5743602,"1928 l st, sacramento, ca 95811, usa","Geocoded"
765,"Joseph's Town & Country","2062 Auburn Blvd.","646-4153 8pm-2am shows and cabaret","Sacramento","CA","(MX),(MW),(E),(S),(F)",1990,"Bars",NA,"","(916)","4/25/2023 9:36pm","2062 Auburn Blvd., Sacramento, CA",-121.4179971,38.6235153,"2062 auburn blvd, sacramento, ca 95821, usa","Geocoded"
768,"Wreak Room","2513 Broadway","456-1181 2pm-2am","Sacramento","CA","(LV),(L),(CW)",1990,"Bars",NA,"","(916)","4/25/2023 9:36pm","2513 Broadway, Sacramento, CA",-121.4796369,38.5585331,"2513 broadway, sacramento, ca 95818, usa","Geocoded"
769,"Incredible Edible","1401 Alhambra Blvd.","456-9120 6pm-10pm Sun-Thurs, 6:30pm-11pm Fri & Sat","Sacramento","CA","(*),(MX),(MW)",1990,"Restaurants & Cafes",NA,"","(916)","4/25/2023 9:36pm","1401 Alhambra Blvd., Sacramento, CA",-121.4670198,38.5680962,"1401 alhambra blvd, sacramento, ca 95816, usa","Geocoded"
771,"Rick's Dessert Diner","2322 K St","444-0969 home-made desserts 10am-11pm Mon-Thurs til midnight Fri & Sat","Sacramento","CA","(MX),(MW)",1990,"Restaurants & Cafes",NA,"","(916)","4/25/2023 9:36pm","2322 K St, Sacramento, CA",-121.4755884,38.5740971,"2322 k st, sacramento, ca 95816, usa","Geocoded"
773,"Lioness Book Store","2224 'J' St.","442-4657 women's bookstore, gay men's section 11am-7pm Mon-Fri, noon-6 Sat","Sacramento","CA","",1990,"Book Stores/Retail Shops",NA,"","(916)","4/25/2023 9:36pm","2224 'J' St., Sacramento, CA",-121.4763025,38.5754768,"2224 j st, sacramento, ca 95816, usa","Geocoded"
772,"Jeff's Gym","1537 Sacramento","371-8818","Sacramento","CA","(PC)",1990,"Gyms/Health Clubs",NA,"","(916)","4/25/2023 9:36pm","1537 Sacramento, Sacramento, CA",-121.4943996,38.5815719,"sacramento, ca, usa","Geocoded"
774,"Aladdin Travel","818 'K' St. Mall","446-0633","Sacramento","CA","(IGTA)",1990,"Travel/Tour Operators",NA,"","(916)","4/25/2023 9:36pm","818 'K' St. Mall, Sacramento, CA",-121.4958699,38.579385,"818 k st, sacramento, ca 95814, usa","Geocoded"
777,"MCC River City","2741 34th St.","454-4762 worship 11am & 6pm Sun","Sacramento","CA","",1990,"Religious Organizations",NA,"","(916)","4/25/2023 9:36pm","2741 34th St., Sacramento, CA",-121.4695482,38.5525923,"2741 34th st, sacramento, ca 95817, usa","Geocoded"
778,"Mom...Guess What","1725 'L' St","441-6397","Sacramento","CA","",1990,"Publications",NA,"","(916)","4/25/2023 9:36pm","1725 'L' St, Sacramento, CA",-121.4837548,38.5755119,"1725 l st, sacramento, ca 95811, usa","Geocoded"
788,"L'Amour Shoppe","323 E. Alisal","758-9600/758-5711","Salinas","CA","",1990,"Erotica/Adult Groups",NA,"","(408)","4/25/2023 9:36pm","323 E. Alisal, Salinas, CA",-121.6444347,36.6750512,"323 e alisal st, salinas, ca 93901, usa","Geocoded"
793,"AA Gay/Lesbian (Live & Let Live Alano)","3867 4th Ave","(Alano Bldg) 298-8008 call for many meeting times and locations","San Diego","CA","",1990,"Info Lines & Services",NA,"","(619)","4/25/2023 9:36pm","3867 4th Ave, San Diego, CA",-117.1614469,32.7479316,"3867 fourth ave, san diego, ca 92103, usa","Geocoded"
797,"Lesbian & Gay Men's Community Center","3780 5th Ave Ste 2","692-4297 info support referrals 6pm-10pm drop-in hours vary","San Diego","CA","",1990,"Info Lines & Services",NA,"","(619)","4/25/2023 9:36pm","3780 5th Ave Ste 2, San Diego, CA",NA,NA,"NA","Geocoded"
801,"Dmitri's","931 21st St.","238-5547 B&B","San Diego","CA","",1990,"Accommodations",NA,"","(619)","4/25/2023 9:36pm","931 21st St., San Diego, CA",-117.1446511,32.7152146,"931 21st st, san diego, ca 92102, usa","Geocoded"
799,"Balboa Park Inn","3402 Park Blvd.","298-0823 continental breakfast","San Diego","CA","(*),(MX),(MW),(F)",1990,"Accommodations",NA,"","(619)","4/25/2023 9:36pm","3402 Park Blvd., San Diego, CA",-117.1478269,32.741337,"3402 park blvd, san diego, ca 92103, usa","Geocoded"
800,"Clark's Lodge","1765 Union","234-6787","San Diego","CA","(MX),(MW),(F),(SW)",1990,"Accommodations",NA,"","(619)","4/25/2023 9:36pm","1765 Union, San Diego, CA",-117.1656042,32.7229691,"1765 union st, san diego, ca 92101, usa","Geocoded"
802,"Downtown Inns of America","660 G St","238-4100","San Diego","CA","(MX),(MW)",1990,"Accommodations",NA,"","(619)","4/25/2023 9:36pm","660 G St, San Diego, CA",-117.1585519,32.7128098,"660 g st, san diego, ca 92101, usa","Geocoded"
804,"Hill House B&B","2504 A St.","239-4738 continental bkfst., share baths","San Diego","CA","(MX),(MW)",1990,"Accommodations",NA,"","(619)","4/25/2023 9:36pm","2504 A St., San Diego, CA",-117.1400556,32.7191847,"2504 a st, san diego, ca 92102, usa","Geocoded"
805,"Hillcrest Inn Hotel","3754 5th Ave.","293-778","San Diego","CA","",1990,"Accommodations",NA,"","(619)","4/25/2023 9:36pm","3754 5th Ave., San Diego, CA",-117.1605678,32.7462189,"3754 fifth ave, san diego, ca 92103, usa","Geocoded"
806,"Keating House Inn","2331 2nd Ave","239-8585","San Diego","CA","(MX),(MW)",1990,"Accommodations",NA,"","(619)","4/25/2023 9:36pm","2331 2nd Ave, San Diego, CA",-117.1627105,32.7296988,"2331 2nd ave, san diego, ca 92101, usa","Geocoded"
803,"Eagle Crest Hotel","3942 8th Ave.","298-0350","San Diego","CA","",1990,"Accommodations",NA,"","(619)","4/25/2023 9:36pm","3942 8th Ave., San Diego, CA",-117.1576559,32.7492042,"3942 8th ave, san diego, ca 92103, usa","Geocoded"
807,"Parker House Inn","3421 5th Ave.","296-5701 B&B","San Diego","CA","(MX),(MW)",1990,"Accommodations",NA,"","(619)","4/25/2023 9:36pm","3421 5th Ave., San Diego, CA",-117.1601781,32.7412889,"3421 fifth ave, san diego, ca 92103, usa","Geocoded"
808,"B.U.L.C.","2501 Kettner","239-4377","San Diego","CA","(*),(LV),(L),(D)",1990,"Bars",NA,"","(619)","4/25/2023 9:36pm","2501 Kettner, San Diego, CA",-117.1717626,32.7302797,"2501 kettner blvd, san diego, ca 92101, usa","Geocoded"
809,"Bee Jay's","4355 Home Ave.","264-4206 10am-2am daily","San Diego","CA","(MW),(CW),(D),(LV),(F)",1990,"Bars",NA,"","(619)","4/25/2023 9:36pm","4355 Home Ave., San Diego, CA",-117.1005039,32.7276014,"4355 home ave, san diego, ca 92105, usa","Geocoded"
810,"Boston Pub","4321 Fairmount","584-7900","San Diego","CA","(BW),(NH)",1990,"Bars",NA,"","(619)","4/25/2023 9:36pm","4321 Fairmount, San Diego, CA",-117.1007081,32.7556791,"4321 fairmount ave, san diego, ca 92105, usa","Geocoded"
811,"Bourbon Street","4612 Park Blvd.","291-0173 patio, 11am-2am Mon-Sat 6am-2am Sun","San Diego","CA","(P)",1990,"Bars",NA,"","(619)","4/25/2023 9:36pm","4612 Park Blvd., San Diego, CA",-117.1466731,32.7613985,"4612 park blvd, san diego, ca 92116, usa","Geocoded"
813,"Caliph","3100 5th Ave.","298-9495 piano bar","San Diego","CA","(*),(OC),(P),(E)",1990,"Bars",NA,"","(619)","4/25/2023 9:36pm","3100 5th Ave., San Diego, CA",-117.160633,32.737847,"3100 fifth ave, san diego, ca 92103, usa","Geocoded"
812,"Brass Rail","3796 5th Ave.","298-2233 dance bar, 10am-2am daily","San Diego","CA","(*),(D)",1990,"Bars",NA,"","(619)","4/25/2023 9:36pm","3796 5th Ave., San Diego, CA",-117.1607394,32.7468303,"3796 fifth ave, san diego, ca 92103, usa","Geocoded"
815,"Cheers","1839 Adams","298-3269 cocktail lounge 10am-2am daily","San Diego","CA","(NH)",1990,"Bars",NA,"","(619)","4/25/2023 9:36pm","1839 Adams, San Diego, CA",-117.1455965,32.7623167,"1839 adams ave, san diego, ca 92116, usa","Geocoded"
816,"Club San Francisco","3412 University","563-9614","San Diego","CA","(NH)",1990,"Bars",NA,"","(619)","4/25/2023 9:36pm","3412 University, San Diego, CA",-117.1610838,32.715738,"san diego, ca, usa","Geocoded"
818,"Eagle","2103 El Cajon Blvd.","299-7079","San Diego","CA","(*),(BW),(AH)",1990,"Bars",NA,"","(619)","4/25/2023 9:36pm","2103 El Cajon Blvd., San Diego, CA",-117.1423534,32.7549787,"2103 el cajon blvd, san diego, ca 92104, usa","Geocoded"
821,"Hole","2820 Lytton","226-9019 patio 10am-2am daily","San Diego","CA","(D),(E),(V)",1990,"Bars",NA,"","(619)","4/25/2023 9:36pm","2820 Lytton, San Diego, CA",-117.2106313,32.7436,"2820 lytton st, san diego, ca 92110, usa","Geocoded"
819,"Escape","421 University Ave.","295-8282 live jazz","San Diego","CA","(*),(MW),(NH),(D),(E),(F)",1990,"Bars",NA,"","(619)","4/25/2023 9:36pm","421 University Ave., San Diego, CA",-117.1680592,32.7488145,"421 w university ave, san diego, ca 92103, usa","Geocoded"
820,"Flicks","1017 University Ave.","297-2056 2pm-2am daily","San Diego","CA","(*),(V)",1990,"Bars",NA,"","(619)","4/25/2023 9:36pm","1017 University Ave., San Diego, CA",-117.1547609,32.7482066,"1017 university ave, san diego, ca 92103, usa","Geocoded"
824,"Matador","4633 Mission Blvd.","Pacific Beach 483-6943 opens at noon","San Diego","CA","(*),(YC)",1990,"Bars",NA,"","(619)","4/25/2023 9:36pm","4633 Mission Blvd., San Diego, CA",-117.2557507,32.7982362,"4633 mission blvd, san diego, ca 92109, usa","Geocoded"
822,"Loft","3610 5th Ave.","296-6407","San Diego","CA","(NH),(OC)",1990,"Bars",NA,"","(619)","4/25/2023 9:36pm","3610 5th Ave., San Diego, CA",-117.1605525,32.7435981,"3610 fifth ave, san diego, ca 92103, usa","Geocoded"
823,"Masquerade","630 5th Ave.","231-4312 10pm-6am daily","San Diego","CA","(MX),(MW),(D),(AH)",1990,"Bars",NA,"","(619)","4/25/2023 9:36pm","630 5th Ave., San Diego, CA",-117.1604452,32.7121259,"630 fifth ave, san diego, ca 92101, usa","Geocoded"
826,"Peacock Alley","1271 University Ave.","295-5696 11am-2am daily","San Diego","CA","(*),(D),(V)",1990,"Bars",NA,"","(619)","4/25/2023 9:36pm","1271 University Ave., San Diego, CA",-117.151939,32.7480949,"1271 university ave, san diego, ca 92103, usa","Geocoded"
825,"No. 1 fifth Avenue (no sign)","3845 5th Ave.","299-1911 patio & piano bar, opens noon","San Diego","CA","(*),(E),(V),(P)",1990,"Bars",NA,"","(619)","4/25/2023 9:36pm","3845 5th Ave., San Diego, CA",-117.1601832,32.7477981,"3845 fifth ave, san diego, ca 92103, usa","Geocoded"
827,"Redwing","4012 30th St.","281-8700 10am-2am Mon-Fri opens 6am Sat & Sun","San Diego","CA","(*),(MW),(F)",1990,"Bars",NA,"","(619)","4/25/2023 9:36pm","4012 30th St., San Diego, CA",-117.1304047,32.7506224,"4012 30th st, san diego, ca 92104, usa","Geocoded"
828,"S.R.O.","1807 5th Ave.","232-1886","San Diego","CA","(NH),(OC),(P)",1990,"Bars",NA,"","(619)","4/25/2023 9:36pm","1807 5th Ave., San Diego, CA",-117.1600253,32.7242941,"1807 fifth ave, san diego, ca 92101, usa","Geocoded"
829,"Shooter's","3815 30th St.","574-0744","San Diego","CA","(MW),(NH)",1990,"Bars",NA,"","(619)","4/25/2023 9:36pm","3815 30th St., San Diego, CA",-117.1297613,32.7476703,"3815 30th st, san diego, ca 92104, usa","Geocoded"
830,"Sundance Saloon","2046 University","296-0889 dance lessons Tues-Thurs","San Diego","CA","(D),(CW)",1990,"Bars",NA,"","(619)","4/25/2023 9:36pm","2046 University, San Diego, CA",-117.1610838,32.715738,"san diego, ca, usa","Geocoded"
831,"Thirtieth St. Station","4116 30th St.","584-9048","San Diego","CA","(MW),(NH),(BW)",1990,"Bars",NA,"","(619)","4/25/2023 9:36pm","4116 30th St., San Diego, CA",-117.1303473,32.7525236,"4116 30th st, san diego, ca 92104, usa","Geocoded"
833,"WCPC","1845 Hancock","295-3724","San Diego","CA","(*),(D),(YC)",1990,"Bars",NA,"","(619)","4/25/2023 9:36pm","1845 Hancock, San Diego, CA",-117.1856225,32.7423823,"1845 hancock st, san diego, ca 92110, usa","Geocoded"
832,"Tin Pan Alley","308 University Ave.","to open spring '89","San Diego","CA","",1990,"Bars",NA,"","(619)","4/25/2023 9:36pm","308 University Ave., San Diego, CA",-117.1622869,32.7484055,"308 university ave, san diego, ca 92103, usa","Geocoded"
834,"Waterloo Station","3968 5th Ave.","574-9329","San Diego","CA","(NH),(BW)",1990,"Bars",NA,"","(619)","4/25/2023 9:36pm","3968 5th Ave., San Diego, CA",-117.160722,32.749565,"3968 fifth ave, san diego, ca 92103, usa","Geocoded"
836,"Wolf's","3404 30th St.","291-3730","San Diego","CA","(LV),(BW),(AH)",1990,"Bars",NA,"","(619)","4/25/2023 9:36pm","3404 30th St., San Diego, CA",-117.1302442,32.7412135,"3404 30th st, san diego, ca 92104, usa","Geocoded"
837,"Big Kitchen","3003 Grape","234-5789","San Diego","CA","(MX),(MW)",1990,"Restaurants & Cafes",NA,"","(619)","4/25/2023 9:36pm","3003 Grape, San Diego, CA",-117.1298897,32.7264287,"3003 grape street, san diego, ca 92102, usa","Geocoded"
835,"Whistle Stop","2236 Fern St.","284-2845","San Diego","CA","(MX),(D),(E)",1990,"Bars",NA,"","(619)","4/25/2023 9:36pm","2236 Fern St., San Diego, CA",-117.1298073,32.7293304,"2236 fern st, san diego, ca 92104, usa","Geocoded"
839,"California Cuisine","1027 University","543-0790","San Diego","CA","(MX),(MW)",1990,"Restaurants & Cafes",NA,"","(619)","4/25/2023 9:36pm","1027 University, San Diego, CA",-117.1610838,32.715738,"san diego, ca, usa","Geocoded"
838,"Cafe Eleven","1440 University","260-8023 French cuisine","San Diego","CA","(MX),(MW)",1990,"Restaurants & Cafes",NA,"","(619)","4/25/2023 9:36pm","1440 University, San Diego, CA",-117.1610838,32.715738,"san diego, ca, usa","Geocoded"
840,"City Deli","535 University","295-2747","San Diego","CA","(MX),(MW)",1990,"Restaurants & Cafes",NA,"","(619)","4/25/2023 9:36pm","535 University, San Diego, CA",-117.1610838,32.715738,"san diego, ca, usa","Geocoded"
841,"Crest Cafe","425 Robinson","295-2510 8am-mignight daily","San Diego","CA","",1990,"Restaurants & Cafes",NA,"","(619)","4/25/2023 9:36pm","425 Robinson, San Diego, CA",-117.1609184,32.7468102,"425 robinson ave, san diego, ca 92103, usa","Geocoded"
842,"Frenchy Marseilles","801 C St.","233-3413 lunch & dinner served daily","San Diego","CA","(MX),(MW)",1990,"Restaurants & Cafes",NA,"","(619)","4/25/2023 9:36pm","801 C St., San Diego, CA",-117.1572729,32.7166017,"801 c st, san diego, ca 92101, usa","Geocoded"
844,"Rose Canyon Cafe","4033 Avati Dr.","270-6564","San Diego","CA","",1990,"Restaurants & Cafes",NA,"","(619)","4/25/2023 9:36pm","4033 Avati Dr., San Diego, CA",-117.2166063,32.8140519,"4033 avati dr, san diego, ca 92117, usa","Geocoded"
843,"Pasta Al Dente","420 Robinson","295-2727","San Diego","CA","(MX),(MW)",1990,"Restaurants & Cafes",NA,"","(619)","4/25/2023 9:36pm","420 Robinson, San Diego, CA",-117.1613752,32.7472221,"420 robinson ave, san diego, ca 92103, usa","Geocoded"
846,"Club San Diego","3955 4th Ave.","295-0850 24hrs, spa","San Diego","CA","(*),(PC)",1990,"Gyms/Health Clubs",NA,"","(619)","4/25/2023 9:36pm","3955 4th Ave., San Diego, CA",-117.161355,32.749259,"3955 fourth ave, san diego, ca 92103, usa","Geocoded"
845,"Club Mustang","2200 University","297-1661 24hrs, spa","San Diego","CA","(PC),(SW)",1990,"Gyms/Health Clubs",NA,"","(619)","4/25/2023 9:36pm","2200 University, San Diego, CA",-117.1610838,32.715738,"san diego, ca, usa","Geocoded"
847,"Dave's Baths","4969 Santa Monica Ave, Ocean Beach","224-9011 24hrs spa","San Diego","CA","(PC),(SW)",1990,"Gyms/Health Clubs",NA,"","(619)","4/25/2023 9:36pm","4969 Santa Monica Ave, Ocean Beach, San Diego, CA",-117.2499504,32.7471732,"4969 santa monica ave, san diego, ca 92107, usa","Geocoded"
848,"Vulcan Steam & Sauna","805 W. Cedar","238-1980 24hrs, spa","San Diego","CA","(*),(PC)",1990,"Gyms/Health Clubs",NA,"","(619)","4/25/2023 9:36pm","805 W. Cedar, San Diego, CA",-117.1704794,32.7217695,"805 w cedar st, san diego, ca 92101, usa","Geocoded"
849,"Best Wishes","3834 5th Ave.","296-3234 cards & gifts","San Diego","CA","",1990,"Book Stores/Retail Shops",NA,"","(619)","4/25/2023 9:36pm","3834 5th Ave., San Diego, CA",-117.1606365,32.7475592,"3834 fifth ave, san diego, ca 92103, usa","Geocoded"
850,"Blue Door Bookstore","3823 5th Ave.","298-8610 general bookstore with gay/lesbian titles","San Diego","CA","",1990,"Book Stores/Retail Shops",NA,"","(619)","4/25/2023 9:36pm","3823 5th Ave., San Diego, CA",-117.160292,32.747412,"3823 fifth ave, san diego, ca 92103, usa","Geocoded"
851,"Dakota Gift","3868 5th Ave.","295-8414 cards, clothing & gifts","San Diego","CA","",1990,"Book Stores/Retail Shops",NA,"","(619)","4/25/2023 9:36pm","3868 5th Ave., San Diego, CA",-117.1606874,32.7479267,"3868 fifth ave, san diego, ca 92103, usa","Geocoded"
852,"Draper Travel","1551 4th Ave. Ste 104","531-0070","San Diego","CA","",1990,"Travel/Tour Operators",NA,"","(619)","4/25/2023 9:36pm","1551 4th Ave. Ste 104, San Diego, CA",-117.1610838,32.715738,"san diego, ca, usa","Geocoded"
853,"Hillcrest Travel","431 Robinson Ave.","291-0758","San Diego","CA","(IGTA)",1990,"Travel/Tour Operators",NA,"","(619)","4/25/2023 9:36pm","431 Robinson Ave., San Diego, CA",-117.1607684,32.7468065,"431 robinson ave, san diego, ca 92103, usa","Geocoded"
855,"Midas Travel","696 University Ave.","298-1160","San Diego","CA","(IGTA)",1990,"Travel/Tour Operators",NA,"","(619)","4/25/2023 9:36pm","696 University Ave., San Diego, CA",-117.1585839,32.7487222,"696 university ave, san diego, ca 92103, usa","Geocoded"
856,"Park Blvd. Travel","3827 Park Blvd.","299-2720","San Diego","CA","(IGTA)",1990,"Travel/Tour Operators",NA,"","(619)","4/25/2023 9:36pm","3827 Park Blvd., San Diego, CA",-117.146119,32.7478554,"3827 park blvd, san diego, ca 92103, usa","Geocoded"
861,"First Unitarian Church","4190 Front St.","298-9978 worship 9:50am Sun","San Diego","CA","",1990,"Religious Organizations",NA,"","(619)","4/25/2023 9:36pm","4190 Front St., San Diego, CA",-117.1651892,32.7536735,"4190 front st, san diego, ca 92103, usa","Geocoded"
858,"All Faiths MCC","1623 5th Ave.","441-2947 worship 7pm Sun","San Diego","CA","(MCC)",1990,"Religious Organizations",NA,"","(619)","4/25/2023 9:36pm","1623 5th Ave., San Diego, CA",-117.1600323,32.7222235,"1623 fifth ave, san diego, ca 92101, usa","Geocoded"
859,"Anchor Ministries (non-denominational)","3441 University Ave.","284-8654 worship 9am Sun, 7pm Wed, 7pm Fri","San Diego","CA","",1990,"Religious Organizations",NA,"","(619)","4/25/2023 9:36pm","3441 University Ave., San Diego, CA",-117.1196019,32.7496685,"3441 university ave, san diego, ca 92104, usa","Geocoded"
860,"Dignity","4651 Park Blvd","295-2584 Mass 7pm Sun","San Diego","CA","",1990,"Religious Organizations",NA,"","(619)","4/25/2023 9:36pm","4651 Park Blvd, San Diego, CA",-117.1460298,32.7618751,"4651 park blvd, san diego, ca 92116, usa","Geocoded"
863,"Lutherans Concerned","1420 3rd Ave.","(First Unitarian Church) meets 4th Sun","San Diego","CA","",1990,"Religious Organizations",NA,"","(619)","4/25/2023 9:36pm","1420 3rd Ave., San Diego, CA",-117.162185,32.7201118,"1420 3rd ave, san diego, ca 92101, usa","Geocoded"
